Phone_ID,Brand,RAM_GB,Storage_GB,Screen_Size,Price_USD,Battery_mAh,OS,Rating,Quantity_Sold,Sales_Revenue,Profit
25,Huawei,6,128,6.0,392.0,5152.0,Android,4.6,421,165032.0,41258.0
26,Google,16,1024,7.03,826.0,3323.0,Android,3.6,436,360136.0,90034.0
27,OnePlus,12,1024,5.03,729.0,4982.0,Android,3.7,363,264627.0,66156.75
28,Samsung,16,512,6.62,1233.0,4437.0,Android,3.5,394,,121450.5
29,Samsung,12,256,6.67,291.0,3428.0,Android,3.5,146,42486.0,10621.5
30,Xiaomi,12,256,7.0,,5682.0,iOS,4.9,66,22308.0,5577.0
31,Xiaomi,12,512,7.33,680.0,5777.0,Android,4.3,222,150960.0,37740.0
32,Apple,12,512,5.05,648.0,5936.0,Android,3.3,150,97200.0,24300.0
33,OnePlus,12,512,5.38,1068.0,4084.0,Android,4.4,235,250980.0,62745.0
34,OnePlus,6,256,7.22,539.0,4635.0,Android,4.4,233,125587.0,31396.75
35,Huawei,4,512,6.15,1275.0,4377.0,Android,4.3,487,620925.0,155231.25
36,Huawei,8,64,6.41,665.0,3392.0,Android,3.3,264,175560.0,43890.0
37,Huawei,4,1024,6.66,917.0,5251.0,Android,3.8,300,275100.0,68775.0
38,Xiaomi,12,1024,6.7,,5305.0,Android,3.2,265,264470.0,66117.5
39,OnePlus,6,128,7.33,674.0,5533.0,Android,4.6,78,52572.0,13143.0
40,OnePlus,16,128,7.49,600.0,4540.0,Android,4.3,151,90600.0,22650.0
41,Samsung,6,1024,6.8,804.0,3445.0,Android,4.0,172,138288.0,34572.0
42,Xiaomi,12,64,5.72,1131.0,4203.0,Android,3.7,103,116493.0,29123.25
43,Google,6,256,7.2,1196.0,4023.0,Android,3.4,332,397072.0,99268.0
44,Xiaomi,6,256,5.12,1121.0,3341.0,Android,3.2,151,169271.0,42317.75
45,Google,12,64,5.58,1020.0,3132.0,Android,4.9,166,169320.0,42330.0
46,Samsung,6,256,7.24,856.0,5490.0,Android,3.4,153,130968.0,32742.0
47,Apple,8,512,5.64,,4859.0,Android,3.1,94,74918.0,18729.5
48,OnePlus,8,1024,5.55,1376.0,5300.0,Android,4.9,163,,56072.0
49,Samsung,6,1024,5.35,713.0,,Android,4.1,392,279496.0,69874.0
50,OnePlus,16,64,7.15,1229.0,3092.0,Android,4.6,80,98320.0,24580.0
51,Huawei,12,256,6.25,699.0,4685.0,Android,3.1,213,148887.0,37221.75
52,Apple,8,128,6.69,916.0,4434.0,iOS,4.1,238,218008.0,54502.0
53,Apple,16,128,5.6,1341.0,,Android,3.8,342,458622.0,114655.5
54,Samsung,6,256,6.9,800.0,4231.0,iOS,4.5,244,195200.0,48800.0
55,Apple,16,128,6.9,865.0,4001.0,Android,3.1,341,294965.0,73741.25
56,Google,4,64,5.78,667.0,4660.0,Android,3.8,424,282808.0,70702.0
57,Apple,8,64,6.03,360.0,4596.0,iOS,4.6,310,111600.0,27900.0
58,OnePlus,6,256,5.52,469.0,5354.0,Android,4.0,479,224651.0,56162.75
59,OnePlus,12,128,7.44,1279.0,3265.0,Android,4.1,256,,81856.0
60,OnePlus,6,64,6.61,427.0,3645.0,Android,3.2,101,43127.0,10781.75
61,OnePlus,12,64,7.34,1048.0,5365.0,Android,3.3,98,102704.0,25676.0
62,Google,6,512,5.76,348.0,4136.0,Android,4.4,55,19140.0,
63,Xiaomi,16,512,6.95,1269.0,5948.0,Android,4.4,428,543132.0,135783.0
64,Huawei,16,64,6.91,1367.0,4401.0,Android,5.0,443,605581.0,151395.25
65,Samsung,16,256,6.73,831.0,3453.0,Android,4.4,423,351513.0,87878.25
66,OnePlus,4,1024,7.41,612.0,5238.0,Android,4.0,273,167076.0,41769.0
67,Apple,12,1024,5.98,719.0,4914.0,Android,4.7,72,51768.0,12942.0
68,OnePlus,16,64,5.33,586.0,4463.0,Android,3.2,194,113684.0,28421.0
69,Apple,4,64,6.68,474.0,4210.0,Android,3.9,159,75366.0,18841.5
70,Huawei,12,64,6.82,552.0,3830.0,Android,3.6,261,144072.0,36018.0
71,Huawei,6,256,6.44,1289.0,4390.0,Android,3.2,349,449861.0,112465.25
72,Huawei,4,512,5.52,1302.0,4112.0,Android,4.5,90,117180.0,29295.0
73,Apple,8,64,6.26,797.0,5234.0,Android,4.0,448,357056.0,89264.0
74,OnePlus,4,64,5.78,1425.0,5866.0,Android,4.1,221,314925.0,78731.25
75,Huawei,4,128,6.07,757.0,4969.0,Android,3.8,235,177895.0,44473.75
76,Google,12,256,6.61,312.0,5179.0,Android,3.9,263,82056.0,20514.0
77,Apple,6,64,6.86,1314.0,3871.0,iOS,3.2,355,466470.0,116617.5
78,Apple,8,128,5.58,340.0,3634.0,Android,4.3,101,34340.0,8585.0
79,OnePlus,16,1024,6.01,929.0,4399.0,Android,3.9,119,110551.0,27637.75
80,Apple,16,64,5.67,788.0,3690.0,Android,4.6,245,193060.0,48265.0
81,Apple,4,64,5.5,610.0,5739.0,Android,3.4,496,302560.0,75640.0
82,Huawei,12,128,6.96,576.0,4865.0,Android,3.4,491,282816.0,70704.0
83,OnePlus,12,256,7.27,1375.0,4057.0,iOS,4.3,200,275000.0,68750.0
84,Huawei,16,64,5.93,950.0,4955.0,Android,4.7,477,453150.0,113287.5
85,Huawei,8,1024,6.88,826.0,3581.0,Android,3.9,158,130508.0,32627.0
86,OnePlus,6,64,7.24,1194.0,5218.0,Android,4.5,167,199398.0,49849.5
87,Samsung,8,1024,7.12,902.0,4389.0,Android,5.0,414,373428.0,93357.0
88,Huawei,6,512,5.46,661.0,3783.0,Android,5.0,144,95184.0,23796.0
89,Google,16,512,7.39,211.0,3180.0,Android,4.5,305,64355.0,16088.75
90,Google,6,1024,5.94,1379.0,3018.0,Android,4.5,93,128247.0,32061.75
91,Apple,12,256,5.85,676.0,4249.0,Android,3.5,485,327860.0,81965.0
92,Google,4,64,5.16,1138.0,5928.0,iOS,4.7,116,132008.0,33002.0
93,Apple,4,64,6.22,600.0,4616.0,Android,3.8,205,123000.0,30750.0
94,Samsung,16,512,5.27,1007.0,5222.0,Android,4.9,372,374604.0,93651.0
95,OnePlus,12,1024,5.62,376.0,4245.0,Android,3.2,255,95880.0,23970.0
96,OnePlus,8,64,5.79,256.0,4638.0,Android,3.9,323,82688.0,20672.0
97,OnePlus,12,64,7.02,647.0,3053.0,Android,4.1,204,131988.0,32997.0
98,Google,4,256,7.19,402.0,5742.0,Android,3.8,228,91656.0,22914.0
99,Samsung,4,128,5.76,937.0,5910.0,Android,3.4,109,102133.0,25533.25
100,Google,12,512,7.15,401.0,4426.0,iOS,4.2,123,49323.0,12330.75
101,Google,12,512,7.14,562.0,5396.0,Android,4.5,98,55076.0,13769.0
102,Samsung,4,128,6.91,1091.0,3442.0,Android,4.3,320,349120.0,87280.0
103,Samsung,8,64,5.37,653.0,5880.0,Android,3.5,122,79666.0,19916.5
104,Samsung,16,256,6.73,555.0,3579.0,Android,4.5,245,135975.0,33993.75
105,Samsung,16,256,7.36,415.0,3281.0,Android,3.5,448,185920.0,46480.0
106,OnePlus,12,512,6.71,1171.0,5407.0,iOS,3.4,228,266988.0,66747.0
107,Xiaomi,16,256,5.83,754.0,5962.0,Android,4.4,97,73138.0,18284.5
108,Xiaomi,4,128,6.25,1086.0,3822.0,iOS,4.7,121,131406.0,32851.5
109,Samsung,4,64,6.61,222.0,5939.0,Android,4.0,162,35964.0,8991.0
110,Xiaomi,12,128,6.28,354.0,4669.0,Android,4.1,294,104076.0,26019.0
111,Xiaomi,12,1024,5.3,1409.0,3640.0,Android,3.6,434,611506.0,152876.5
112,Samsung,12,512,5.78,448.0,4031.0,Android,4.0,440,197120.0,49280.0
113,Xiaomi,8,256,7.01,948.0,5016.0,iOS,3.3,358,339384.0,84846.0
114,Google,16,1024,7.15,1004.0,3562.0,Android,4.9,208,208832.0,
115,Apple,12,256,5.34,333.0,5538.0,Android,4.6,323,107559.0,26889.75
116,Apple,6,64,7.38,520.0,3340.0,Android,4.3,317,164840.0,41210.0
117,Samsung,6,64,5.82,,3471.0,Android,4.1,353,207917.0,51979.25
118,OnePlus,4,64,6.66,633.0,4710.0,Android,4.6,79,50007.0,12501.75
119,Samsung,16,256,6.88,1245.0,5296.0,iOS,4.0,146,181770.0,45442.5
120,OnePlus,12,1024,7.03,1072.0,3234.0,Android,3.6,300,321600.0,80400.0
121,Apple,6,64,7.36,1348.0,4106.0,Android,3.3,56,75488.0,18872.0
122,Samsung,16,1024,5.78,1302.0,4116.0,Android,4.3,141,183582.0,45895.5
123,Huawei,4,256,7.15,1057.0,4908.0,Android,4.9,162,171234.0,42808.5
124,Google,8,1024,5.33,250.0,4417.0,Android,3.3,308,77000.0,19250.0
125,Xiaomi,16,256,6.76,375.0,3823.0,iOS,3.4,156,58500.0,14625.0
126,OnePlus,16,256,6.85,1069.0,4291.0,Android,3.9,112,119728.0,29932.0
127,Huawei,8,512,6.69,452.0,3631.0,Android,4.6,439,198428.0,49607.0
128,Xiaomi,16,256,5.63,1165.0,3528.0,Android,3.6,407,474155.0,118538.75
129,Xiaomi,4,256,7.18,1469.0,4980.0,iOS,3.5,320,470080.0,117520.0
130,Samsung,4,128,5.42,938.0,5169.0,iOS,4.2,248,232624.0,58156.0
131,Xiaomi,8,64,5.13,1329.0,5939.0,Android,4.1,476,632604.0,158151.0
132,Google,12,512,6.79,1416.0,5057.0,Android,3.1,396,560736.0,140184.0
133,Huawei,6,512,6.19,501.0,4339.0,Android,3.2,386,193386.0,48346.5
134,Xiaomi,12,512,7.12,,5885.0,Android,4.3,195,145665.0,36416.25
135,Samsung,16,128,5.96,915.0,4296.0,Android,3.9,455,416325.0,104081.25
136,Google,6,256,5.42,978.0,4329.0,Android,4.9,110,107580.0,26895.0
137,Apple,8,64,7.09,467.0,4233.0,Android,4.4,169,78923.0,19730.75
138,Huawei,8,1024,6.37,1393.0,4981.0,Android,3.0,110,153230.0,38307.5
139,Xiaomi,6,256,5.47,1209.0,4753.0,Android,4.0,358,432822.0,
140,Samsung,4,128,6.8,750.0,5800.0,Android,3.8,75,56250.0,14062.5
141,Apple,6,256,6.28,1364.0,5933.0,Android,3.2,164,223696.0,55924.0
142,Apple,16,256,6.51,1369.0,5511.0,Android,4.8,89,121841.0,30460.25
143,OnePlus,4,128,6.15,513.0,5759.0,Android,4.6,393,201609.0,50402.25
144,Google,8,512,7.07,383.0,5775.0,Android,3.5,165,63195.0,15798.75
145,Xiaomi,6,512,7.07,912.0,5764.0,Android,3.5,185,168720.0,42180.0
146,Samsung,12,64,6.77,327.0,4948.0,Android,3.1,326,,26650.5
147,OnePlus,12,64,5.26,1476.0,5127.0,Android,3.6,348,513648.0,128412.0
148,Google,16,512,7.1,,5527.0,Android,4.2,70,62930.0,15732.5
149,OnePlus,12,1024,6.68,585.0,3901.0,Android,3.8,436,255060.0,63765.0
150,Huawei,6,256,6.74,1453.0,3890.0,iOS,4.9,80,116240.0,
151,Google,6,1024,5.91,470.0,4570.0,Android,3.1,296,139120.0,34780.0
152,Google,12,256,7.2,1010.0,4824.0,Android,4.2,460,464600.0,116150.0
153,Xiaomi,6,512,6.81,614.0,5065.0,Android,4.7,76,46664.0,11666.0
154,Google,16,64,5.28,,4188.0,iOS,4.0,122,48434.0,
155,OnePlus,4,64,6.02,1279.0,4548.0,iOS,3.0,490,626710.0,156677.5
156,Google,16,1024,7.22,1030.0,3201.0,Android,3.5,146,150380.0,37595.0
157,Xiaomi,16,64,5.12,1426.0,3740.0,Android,3.6,210,299460.0,74865.0
158,Xiaomi,6,512,7.4,827.0,4369.0,Android,4.9,395,,81666.25
159,Huawei,4,1024,6.7,803.0,4389.0,Android,4.8,349,,70061.75
160,OnePlus,6,256,6.58,1361.0,5000.0,Android,4.9,348,473628.0,118407.0
161,Apple,8,64,5.68,1280.0,4471.0,iOS,4.7,336,430080.0,107520.0
162,Apple,6,128,5.62,1209.0,4536.0,iOS,3.7,422,510198.0,127549.5
163,Google,6,64,7.36,270.0,3318.0,Android,4.8,498,134460.0,33615.0
164,Huawei,6,256,5.75,1110.0,5264.0,Android,5.0,261,289710.0,72427.5
165,Samsung,4,1024,6.94,793.0,4057.0,iOS,3.7,125,99125.0,24781.25
166,Google,6,256,5.98,799.0,4894.0,Android,3.5,450,359550.0,89887.5
167,Huawei,4,128,5.35,713.0,5313.0,Android,4.1,192,,34224.0
168,OnePlus,12,512,5.03,283.0,3723.0,Android,3.4,83,23489.0,5872.25
169,OnePlus,8,64,6.36,1193.0,5822.0,iOS,3.1,385,459305.0,114826.25
170,OnePlus,4,1024,7.44,1266.0,4700.0,Android,4.9,53,67098.0,16774.5
171,OnePlus,12,512,5.92,1038.0,3412.0,Android,4.9,377,391326.0,97831.5
172,OnePlus,4,256,5.89,805.0,4275.0,iOS,3.3,147,118335.0,29583.75
173,Huawei,4,1024,5.86,1009.0,3400.0,Android,3.8,415,,104683.75
174,Huawei,8,512,6.3,332.0,4839.0,iOS,4.7,266,88312.0,22078.0
175,Xiaomi,16,1024,6.1,1288.0,3723.0,Android,4.3,77,99176.0,24794.0
176,Apple,16,128,7.2,489.0,5329.0,iOS,3.8,250,122250.0,30562.5
177,OnePlus,4,128,6.26,575.0,4135.0,Android,4.5,435,250125.0,62531.25
178,Samsung,6,64,6.27,,5770.0,Android,4.8,322,311696.0,77924.0
179,Huawei,12,64,5.35,666.0,3750.0,Android,4.9,363,241758.0,60439.5
180,Samsung,6,128,7.46,1436.0,3267.0,Android,3.8,176,252736.0,
181,Samsung,6,1024,5.62,1371.0,5345.0,Android,3.3,251,344121.0,86030.25
182,Samsung,4,128,5.18,670.0,4340.0,Android,4.8,58,38860.0,9715.0
183,Xiaomi,4,64,6.66,348.0,3569.0,Android,3.2,336,116928.0,29232.0
184,Huawei,4,128,6.49,287.0,5556.0,Android,4.4,499,143213.0,35803.25
185,Samsung,4,128,6.04,595.0,4973.0,iOS,3.3,137,81515.0,20378.75
186,OnePlus,16,1024,6.06,989.0,3545.0,Android,3.8,367,362963.0,90740.75
187,Google,4,512,6.96,1305.0,5822.0,iOS,3.8,68,88740.0,22185.0
188,Samsung,16,64,5.49,1064.0,3364.0,iOS,3.3,130,138320.0,34580.0
189,Xiaomi,16,1024,7.05,1493.0,,Android,4.8,156,232908.0,58227.0
190,Huawei,4,128,6.62,223.0,3270.0,Android,3.0,360,80280.0,20070.0
191,Xiaomi,8,128,6.05,1155.0,3738.0,Android,4.8,461,532455.0,133113.75
192,Samsung,12,512,6.15,510.0,5584.0,iOS,4.8,279,142290.0,35572.5
193,Huawei,6,64,5.64,1431.0,4257.0,Android,3.6,161,,57597.75
194,Google,16,64,6.88,863.0,3058.0,Android,4.4,269,232147.0,58036.75
195,Samsung,12,256,6.28,637.0,4274.0,iOS,3.5,172,109564.0,27391.0
196,Xiaomi,8,64,5.8,905.0,4870.0,Android,4.5,293,265165.0,66291.25
197,Apple,6,512,6.49,621.0,3085.0,Android,4.1,227,140967.0,
198,OnePlus,6,256,7.49,520.0,3762.0,Android,3.6,114,59280.0,14820.0
199,Xiaomi,16,256,6.09,786.0,3389.0,Android,3.8,429,337194.0,84298.5
200,Huawei,4,128,7.3,1146.0,4203.0,iOS,4.4,52,59592.0,14898.0
201,Samsung,8,128,5.86,1386.0,3718.0,iOS,4.8,256,354816.0,88704.0
202,OnePlus,16,64,5.14,1388.0,5903.0,Android,3.3,485,673180.0,168295.0
203,Samsung,8,256,5.51,1048.0,3148.0,Android,4.1,443,464264.0,116066.0
204,Huawei,4,128,6.05,241.0,,iOS,3.5,70,16870.0,4217.5
205,Samsung,4,512,5.55,1138.0,3120.0,Android,4.6,342,389196.0,97299.0
206,Apple,16,128,5.0,586.0,5812.0,iOS,3.1,64,,9376.0
207,OnePlus,4,128,7.29,1361.0,5652.0,Android,4.4,392,533512.0,133378.0
208,OnePlus,12,256,7.11,,5303.0,Android,3.3,255,359550.0,89887.5
209,Huawei,6,256,6.86,1109.0,3765.0,Android,4.2,251,278359.0,69589.75
210,Apple,16,1024,5.42,915.0,5911.0,Android,4.7,169,154635.0,38658.75
211,Xiaomi,8,512,5.3,630.0,3799.0,Android,4.5,186,117180.0,29295.0
212,Samsung,12,256,5.17,753.0,5106.0,Android,4.5,349,262797.0,65699.25
213,Google,16,64,6.81,999.0,,Android,4.0,344,343656.0,85914.0
214,Samsung,4,512,7.32,625.0,4469.0,Android,4.8,438,273750.0,68437.5
215,Samsung,4,512,6.08,225.0,5435.0,iOS,4.2,74,16650.0,4162.5
216,Xiaomi,4,256,5.3,584.0,4109.0,iOS,4.8,361,210824.0,52706.0
217,Samsung,4,512,6.28,255.0,5833.0,Android,4.1,283,72165.0,18041.25
218,Apple,8,256,5.87,1476.0,4250.0,Android,4.0,170,250920.0,62730.0
219,Apple,12,128,5.94,833.0,5640.0,Android,3.4,139,115787.0,28946.75
220,OnePlus,6,1024,6.55,305.0,4649.0,Android,4.1,369,112545.0,28136.25
221,Huawei,8,128,6.8,1353.0,4815.0,Android,3.3,249,336897.0,84224.25
222,Google,8,256,5.28,1048.0,4345.0,Android,4.7,229,239992.0,59998.0
223,Samsung,6,256,5.09,869.0,5956.0,Android,4.4,394,342386.0,85596.5
224,Samsung,6,128,7.49,575.0,4341.0,iOS,5.0,417,239775.0,59943.75
225,Xiaomi,4,64,5.58,942.0,5613.0,iOS,3.2,125,117750.0,29437.5
226,Huawei,8,64,5.13,1166.0,5446.0,Android,3.5,186,,54219.0
227,Apple,16,64,5.47,507.0,4732.0,iOS,4.8,187,,23702.25
228,Google,6,256,5.1,290.0,3898.0,Android,3.8,59,17110.0,4277.5
229,OnePlus,6,512,5.98,1001.0,5340.0,Android,3.9,250,250250.0,62562.5
230,Apple,12,256,7.01,309.0,3484.0,Android,4.7,367,113403.0,28350.75
231,Huawei,16,512,5.85,784.0,3802.0,Android,4.0,395,309680.0,77420.0
232,OnePlus,16,128,6.11,539.0,4715.0,Android,3.4,268,144452.0,36113.0
233,Xiaomi,6,1024,6.69,1178.0,4915.0,iOS,4.8,109,,
234,Xiaomi,4,512,6.27,555.0,4757.0,Android,3.1,196,108780.0,27195.0
235,Samsung,12,64,7.15,367.0,4809.0,Android,4.8,156,57252.0,14313.0
236,Huawei,16,256,7.17,756.0,5937.0,iOS,3.1,87,65772.0,16443.0
237,Google,6,128,5.02,1104.0,,Android,4.3,183,202032.0,50508.0
238,OnePlus,16,64,6.95,304.0,,Android,3.1,448,136192.0,34048.0
239,Apple,12,128,6.15,349.0,4952.0,Android,4.4,270,94230.0,23557.5
240,Huawei,12,1024,7.47,345.0,5863.0,Android,3.1,352,121440.0,30360.0
241,Huawei,8,256,6.21,915.0,5320.0,Android,4.7,478,437370.0,109342.5
242,Xiaomi,6,256,7.47,1073.0,4670.0,Android,3.9,182,195286.0,48821.5
243,Samsung,12,1024,6.89,498.0,4848.0,Android,3.2,383,190734.0,47683.5
244,Samsung,8,256,5.62,1390.0,3519.0,iOS,4.4,102,141780.0,35445.0
245,OnePlus,8,512,6.35,845.0,4151.0,Android,4.0,499,421655.0,105413.75
246,Xiaomi,16,128,7.48,922.0,4396.0,Android,3.4,111,102342.0,25585.5
247,Huawei,16,64,7.14,1271.0,5615.0,Android,3.0,72,91512.0,22878.0
248,Google,8,1024,5.24,837.0,5685.0,iOS,3.8,93,77841.0,19460.25
249,Xiaomi,16,512,6.77,438.0,5206.0,Android,3.2,357,156366.0,39091.5
250,OnePlus,12,64,5.86,1230.0,3651.0,Android,3.2,95,116850.0,29212.5
251,OnePlus,4,64,5.02,663.0,5223.0,Android,3.5,196,129948.0,32487.0
252,Xiaomi,12,1024,6.01,652.0,4950.0,iOS,4.3,265,172780.0,43195.0
253,OnePlus,8,512,5.59,,5667.0,iOS,4.1,389,382387.0,95596.75
254,Xiaomi,8,64,7.05,1096.0,3210.0,Android,3.1,96,105216.0,26304.0
255,Apple,12,64,5.84,570.0,5494.0,Android,4.9,396,225720.0,56430.0
256,Xiaomi,16,512,7.07,686.0,3585.0,Android,4.8,357,244902.0,61225.5
257,Xiaomi,16,256,5.0,1434.0,3166.0,Android,3.5,73,104682.0,26170.5
258,OnePlus,8,64,5.77,364.0,5507.0,Android,3.2,194,70616.0,17654.0
259,OnePlus,6,128,5.6,,5963.0,Android,4.9,138,186024.0,46506.0
260,Samsung,16,512,5.58,391.0,4256.0,Android,3.9,223,87193.0,21798.25
261,Samsung,12,64,5.17,,4205.0,iOS,3.6,113,104977.0,26244.25
262,Apple,16,1024,5.47,413.0,4738.0,Android,4.0,168,69384.0,17346.0
263,Samsung,12,128,6.39,773.0,,Android,4.5,272,210256.0,52564.0
264,Xiaomi,8,64,5.73,1156.0,3713.0,Android,3.3,205,,59245.0
265,OnePlus,16,128,6.04,580.0,5888.0,Android,4.5,227,131660.0,32915.0
266,Samsung,12,128,5.94,872.0,5915.0,Android,4.5,369,321768.0,80442.0
267,Samsung,8,256,7.19,,3687.0,iOS,4.1,461,459617.0,114904.25
268,Apple,6,128,7.26,438.0,3329.0,Android,4.7,391,171258.0,42814.5
269,Huawei,12,256,6.23,899.0,4746.0,Android,3.3,105,94395.0,23598.75
270,Apple,6,512,5.83,1305.0,4207.0,Android,4.2,108,140940.0,35235.0
271,Xiaomi,6,256,5.27,704.0,5142.0,Android,3.9,438,,77088.0
272,OnePlus,4,1024,7.38,401.0,,Android,3.8,487,195287.0,
273,Apple,16,64,5.15,1119.0,5696.0,Android,3.5,477,533763.0,133440.75
274,Samsung,12,512,5.74,236.0,5400.0,Android,3.7,475,112100.0,28025.0
275,OnePlus,6,512,5.75,843.0,5977.0,Android,3.2,430,362490.0,90622.5
276,OnePlus,4,1024,5.8,964.0,3940.0,Android,3.5,269,259316.0,64829.0
277,Samsung,8,256,5.41,905.0,4288.0,Android,3.5,234,211770.0,52942.5
278,Apple,12,64,6.96,1399.0,4679.0,Android,4.4,96,134304.0,33576.0
279,Samsung,6,256,5.31,744.0,5693.0,Android,3.1,426,316944.0,79236.0
280,Huawei,16,128,6.59,1424.0,,Android,4.3,458,652192.0,163048.0
281,OnePlus,4,256,5.31,739.0,3138.0,Android,3.4,151,111589.0,27897.25
282,Google,6,512,5.18,1216.0,5763.0,Android,3.2,93,113088.0,28272.0
283,Google,16,64,7.27,593.0,3761.0,Android,3.6,64,37952.0,9488.0
284,Xiaomi,6,256,5.48,1032.0,,Android,3.4,285,294120.0,73530.0
285,Samsung,12,64,7.05,1265.0,5302.0,Android,4.1,410,518650.0,129662.5
286,Samsung,12,64,6.36,796.0,4555.0,Android,3.7,100,79600.0,19900.0
287,Xiaomi,12,128,5.19,592.0,3675.0,iOS,4.9,358,211936.0,52984.0
288,Xiaomi,4,128,7.39,899.0,3091.0,iOS,4.9,83,74617.0,18654.25
289,Xiaomi,12,512,5.62,640.0,4092.0,Android,3.9,173,110720.0,27680.0
290,OnePlus,16,1024,7.15,1117.0,3036.0,Android,4.6,126,140742.0,35185.5
291,Huawei,6,64,5.42,519.0,4787.0,iOS,3.0,441,228879.0,57219.75
292,Samsung,8,1024,7.13,752.0,5187.0,Android,4.1,172,129344.0,32336.0
293,OnePlus,16,512,5.03,1438.0,5914.0,Android,4.5,254,365252.0,91313.0
294,Xiaomi,16,64,6.28,1294.0,5727.0,Android,3.4,277,358438.0,89609.5
295,Samsung,12,64,6.92,767.0,4201.0,Android,3.1,119,91273.0,22818.25
296,OnePlus,4,1024,7.34,1118.0,4836.0,Android,3.3,279,311922.0,77980.5
297,Huawei,6,256,7.27,435.0,4894.0,iOS,3.9,70,30450.0,7612.5
298,OnePlus,4,128,7.05,,,Android,4.0,157,186202.0,46550.5
299,Huawei,6,256,7.22,1385.0,5237.0,iOS,3.8,413,572005.0,143001.25
300,Xiaomi,6,1024,5.5,1414.0,4663.0,Android,3.9,290,410060.0,102515.0
301,Huawei,4,128,5.71,1232.0,5389.0,Android,3.9,300,369600.0,92400.0
302,Samsung,16,256,5.72,259.0,4582.0,iOS,4.5,184,47656.0,11914.0
303,Xiaomi,6,128,5.94,1092.0,3971.0,iOS,3.2,139,151788.0,37947.0
304,Samsung,4,64,5.98,424.0,3661.0,Android,4.5,128,54272.0,13568.0
305,Google,6,256,6.36,899.0,5290.0,Android,4.4,489,439611.0,109902.75
306,Apple,8,128,5.4,781.0,4810.0,iOS,4.5,226,176506.0,44126.5
307,Huawei,16,128,6.73,1193.0,3414.0,Android,4.5,347,413971.0,103492.75
308,Apple,12,128,5.42,368.0,5754.0,Android,3.9,456,167808.0,
309,Apple,6,256,5.78,1285.0,3342.0,Android,3.4,357,458745.0,114686.25
310,Huawei,8,512,6.26,213.0,5729.0,Android,4.1,151,32163.0,8040.75
311,Xiaomi,12,256,6.99,363.0,5700.0,Android,4.9,410,148830.0,37207.5
312,Google,12,1024,6.85,956.0,3145.0,Android,4.2,384,367104.0,91776.0
313,Samsung,6,256,6.61,1251.0,,Android,3.0,161,201411.0,50352.75
314,OnePlus,4,128,5.39,645.0,5169.0,Android,3.1,230,148350.0,37087.5
315,Samsung,6,64,6.37,1431.0,4275.0,Android,5.0,153,218943.0,54735.75
316,OnePlus,8,256,5.22,915.0,4878.0,Android,3.1,65,59475.0,14868.75
317,Samsung,12,256,5.94,1175.0,5358.0,iOS,3.1,145,170375.0,42593.75
318,Huawei,6,128,6.03,1018.0,3600.0,Android,3.7,342,348156.0,87039.0
319,Google,4,64,5.1,303.0,3474.0,iOS,4.9,195,59085.0,14771.25
320,OnePlus,6,64,5.68,941.0,5617.0,iOS,3.6,453,,
