Phone_ID,Brand,RAM_GB,Storage_GB,Screen_Size,Price_USD,Battery_mAh,OS,Rating,Quantity_Sold,Sales_Revenue,Profit,Profit_Per_Unit
26,google,16,1024,7.03,826.0,3323.0,android,3.6,436,360136.0,90034.0,206.5
27,oneplus,12,1024,5.03,729.0,4982.0,android,3.7,363,264627.0,66156.75,182.25
29,samsung,12,256,6.67,291.0,3428.0,android,3.5,146,42486.0,10621.5,72.75
31,xiaomi,12,512,7.33,680.0,5777.0,android,4.3,222,150960.0,37740.0,170.0
32,apple,12,512,5.05,648.0,5936.0,android,3.3,150,97200.0,24300.0,162.0
33,oneplus,12,512,5.38,1068.0,4084.0,android,4.4,235,250980.0,62745.0,267.0
34,oneplus,6,256,7.22,539.0,4635.0,android,4.4,233,125587.0,31396.75,134.75
35,huawei,4,512,6.15,1275.0,4377.0,android,4.3,487,620925.0,155231.25,318.75
36,huawei,8,64,6.41,665.0,3392.0,android,3.3,264,175560.0,43890.0,166.25
37,huawei,4,1024,6.66,917.0,5251.0,android,3.8,300,275100.0,68775.0,229.25
39,oneplus,6,128,7.33,674.0,5533.0,android,4.6,78,52572.0,13143.0,168.5
40,oneplus,16,128,7.49,600.0,4540.0,android,4.3,151,90600.0,22650.0,150.0
41,samsung,6,1024,6.8,804.0,3445.0,android,4.0,172,138288.0,34572.0,201.0
42,xiaomi,12,64,5.72,1131.0,4203.0,android,3.7,103,116493.0,29123.25,282.75
43,google,6,256,7.2,1196.0,4023.0,android,3.4,332,397072.0,99268.0,299.0
44,xiaomi,6,256,5.12,1121.0,3341.0,android,3.2,151,169271.0,42317.75,280.25
45,google,12,64,5.58,1020.0,3132.0,android,4.9,166,169320.0,42330.0,255.0
46,samsung,6,256,7.24,856.0,5490.0,android,3.4,153,130968.0,32742.0,214.0
50,oneplus,16,64,7.15,1229.0,3092.0,android,4.6,80,98320.0,24580.0,307.25
51,huawei,12,256,6.25,699.0,4685.0,android,3.1,213,148887.0,37221.75,174.75
52,apple,8,128,6.69,916.0,4434.0,ios,4.1,238,218008.0,54502.0,229.0
54,samsung,6,256,6.9,800.0,4231.0,ios,4.5,244,195200.0,48800.0,200.0
55,apple,16,128,6.9,865.0,4001.0,android,3.1,341,294965.0,73741.25,216.25
56,google,4,64,5.78,667.0,4660.0,android,3.8,424,282808.0,70702.0,166.75
57,apple,8,64,6.03,360.0,4596.0,ios,4.6,310,111600.0,27900.0,90.0
58,oneplus,6,256,5.52,469.0,5354.0,android,4.0,479,224651.0,56162.75,117.25
60,oneplus,6,64,6.61,427.0,3645.0,android,3.2,101,43127.0,10781.75,106.75
61,oneplus,12,64,7.34,1048.0,5365.0,android,3.3,98,102704.0,25676.0,262.0
63,xiaomi,16,512,6.95,1269.0,5948.0,android,4.4,428,543132.0,135783.0,317.25
64,huawei,16,64,6.91,1367.0,4401.0,android,5.0,443,605581.0,151395.25,341.75
65,samsung,16,256,6.73,831.0,3453.0,android,4.4,423,351513.0,87878.25,207.75
66,oneplus,4,1024,7.41,612.0,5238.0,android,4.0,273,167076.0,41769.0,153.0
67,apple,12,1024,5.98,719.0,4914.0,android,4.7,72,51768.0,12942.0,179.75
68,oneplus,16,64,5.33,586.0,4463.0,android,3.2,194,113684.0,28421.0,146.5
69,apple,4,64,6.68,474.0,4210.0,android,3.9,159,75366.0,18841.5,118.5
70,huawei,12,64,6.82,552.0,3830.0,android,3.6,261,144072.0,36018.0,138.0
71,huawei,6,256,6.44,1289.0,4390.0,android,3.2,349,449861.0,112465.25,322.25
72,huawei,4,512,5.52,1302.0,4112.0,android,4.5,90,117180.0,29295.0,325.5
73,apple,8,64,6.26,797.0,5234.0,android,4.0,448,357056.0,89264.0,199.25
74,oneplus,4,64,5.78,1425.0,5866.0,android,4.1,221,314925.0,78731.25,356.25
75,huawei,4,128,6.07,757.0,4969.0,android,3.8,235,177895.0,44473.75,189.25
76,google,12,256,6.61,312.0,5179.0,android,3.9,263,82056.0,20514.0,78.0
77,apple,6,64,6.86,1314.0,3871.0,ios,3.2,355,466470.0,116617.5,328.5
78,apple,8,128,5.58,340.0,3634.0,android,4.3,101,34340.0,8585.0,85.0
79,oneplus,16,1024,6.01,929.0,4399.0,android,3.9,119,110551.0,27637.75,232.25
80,apple,16,64,5.67,788.0,3690.0,android,4.6,245,193060.0,48265.0,197.0
81,apple,4,64,5.5,610.0,5739.0,android,3.4,496,302560.0,75640.0,152.5
82,huawei,12,128,6.96,576.0,4865.0,android,3.4,491,282816.0,70704.0,144.0
83,oneplus,12,256,7.27,1375.0,4057.0,ios,4.3,200,275000.0,68750.0,343.75
84,huawei,16,64,5.93,950.0,4955.0,android,4.7,477,453150.0,113287.5,237.5
85,huawei,8,1024,6.88,826.0,3581.0,android,3.9,158,130508.0,32627.0,206.5
86,oneplus,6,64,7.24,1194.0,5218.0,android,4.5,167,199398.0,49849.5,298.5
87,samsung,8,1024,7.12,902.0,4389.0,android,5.0,414,373428.0,93357.0,225.5
88,huawei,6,512,5.46,661.0,3783.0,android,5.0,144,95184.0,23796.0,165.25
89,google,16,512,7.39,211.0,3180.0,android,4.5,305,64355.0,16088.75,52.75
90,google,6,1024,5.94,1379.0,3018.0,android,4.5,93,128247.0,32061.75,344.75
91,apple,12,256,5.85,676.0,4249.0,android,3.5,485,327860.0,81965.0,169.0
92,google,4,64,5.16,1138.0,5928.0,ios,4.7,116,132008.0,33002.0,284.5
93,apple,4,64,6.22,600.0,4616.0,android,3.8,205,123000.0,30750.0,150.0
94,samsung,16,512,5.27,1007.0,5222.0,android,4.9,372,374604.0,93651.0,251.75
95,oneplus,12,1024,5.62,376.0,4245.0,android,3.2,255,95880.0,23970.0,94.0
96,oneplus,8,64,5.79,256.0,4638.0,android,3.9,323,82688.0,20672.0,64.0
97,oneplus,12,64,7.02,647.0,3053.0,android,4.1,204,131988.0,32997.0,161.75
98,google,4,256,7.19,402.0,5742.0,android,3.8,228,91656.0,22914.0,100.5
99,samsung,4,128,5.76,937.0,5910.0,android,3.4,109,102133.0,25533.25,234.25
100,google,12,512,7.15,401.0,4426.0,ios,4.2,123,49323.0,12330.75,100.25
101,google,12,512,7.14,562.0,5396.0,android,4.5,98,55076.0,13769.0,140.5
102,samsung,4,128,6.91,1091.0,3442.0,android,4.3,320,349120.0,87280.0,272.75
103,samsung,8,64,5.37,653.0,5880.0,android,3.5,122,79666.0,19916.5,163.25
104,samsung,16,256,6.73,555.0,3579.0,android,4.5,245,135975.0,33993.75,138.75
105,samsung,16,256,7.36,415.0,3281.0,android,3.5,448,185920.0,46480.0,103.75
106,oneplus,12,512,6.71,1171.0,5407.0,ios,3.4,228,266988.0,66747.0,292.75
107,xiaomi,16,256,5.83,754.0,5962.0,android,4.4,97,73138.0,18284.5,188.5
108,xiaomi,4,128,6.25,1086.0,3822.0,ios,4.7,121,131406.0,32851.5,271.5
109,samsung,4,64,6.61,222.0,5939.0,android,4.0,162,35964.0,8991.0,55.5
110,xiaomi,12,128,6.28,354.0,4669.0,android,4.1,294,104076.0,26019.0,88.5
111,xiaomi,12,1024,5.3,1409.0,3640.0,android,3.6,434,611506.0,152876.5,352.25
112,samsung,12,512,5.78,448.0,4031.0,android,4.0,440,197120.0,49280.0,112.0
113,xiaomi,8,256,7.01,948.0,5016.0,ios,3.3,358,339384.0,84846.0,237.0
115,apple,12,256,5.34,333.0,5538.0,android,4.6,323,107559.0,26889.75,83.25
116,apple,6,64,7.38,520.0,3340.0,android,4.3,317,164840.0,41210.0,130.0
118,oneplus,4,64,6.66,633.0,4710.0,android,4.6,79,50007.0,12501.75,158.25
119,samsung,16,256,6.88,1245.0,5296.0,ios,4.0,146,181770.0,45442.5,311.25
120,oneplus,12,1024,7.03,1072.0,3234.0,android,3.6,300,321600.0,80400.0,268.0
121,apple,6,64,7.36,1348.0,4106.0,android,3.3,56,75488.0,18872.0,337.0
122,samsung,16,1024,5.78,1302.0,4116.0,android,4.3,141,183582.0,45895.5,325.5
123,huawei,4,256,7.15,1057.0,4908.0,android,4.9,162,171234.0,42808.5,264.25
124,google,8,1024,5.33,250.0,4417.0,android,3.3,308,77000.0,19250.0,62.5
125,xiaomi,16,256,6.76,375.0,3823.0,ios,3.4,156,58500.0,14625.0,93.75
126,oneplus,16,256,6.85,1069.0,4291.0,android,3.9,112,119728.0,29932.0,267.25
127,huawei,8,512,6.69,452.0,3631.0,android,4.6,439,198428.0,49607.0,113.0
128,xiaomi,16,256,5.63,1165.0,3528.0,android,3.6,407,474155.0,118538.75,291.25
129,xiaomi,4,256,7.18,1469.0,4980.0,ios,3.5,320,470080.0,117520.0,367.25
130,samsung,4,128,5.42,938.0,5169.0,ios,4.2,248,232624.0,58156.0,234.5
131,xiaomi,8,64,5.13,1329.0,5939.0,android,4.1,476,632604.0,158151.0,332.25
132,google,12,512,6.79,1416.0,5057.0,android,3.1,396,560736.0,140184.0,354.0
133,huawei,6,512,6.19,501.0,4339.0,android,3.2,386,193386.0,48346.5,125.25
135,samsung,16,128,5.96,915.0,4296.0,android,3.9,455,416325.0,104081.25,228.75
136,google,6,256,5.42,978.0,4329.0,android,4.9,110,107580.0,26895.0,244.5
137,apple,8,64,7.09,467.0,4233.0,android,4.4,169,78923.0,19730.75,116.75
138,huawei,8,1024,6.37,1393.0,4981.0,android,3.0,110,153230.0,38307.5,348.25
140,samsung,4,128,6.8,750.0,5800.0,android,3.8,75,56250.0,14062.5,187.5
141,apple,6,256,6.28,1364.0,5933.0,android,3.2,164,223696.0,55924.0,341.0
142,apple,16,256,6.51,1369.0,5511.0,android,4.8,89,121841.0,30460.25,342.25
143,oneplus,4,128,6.15,513.0,5759.0,android,4.6,393,201609.0,50402.25,128.25
144,google,8,512,7.07,383.0,5775.0,android,3.5,165,63195.0,15798.75,95.75
145,xiaomi,6,512,7.07,912.0,5764.0,android,3.5,185,168720.0,42180.0,228.0
147,oneplus,12,64,5.26,1476.0,5127.0,android,3.6,348,513648.0,128412.0,369.0
149,oneplus,12,1024,6.68,585.0,3901.0,android,3.8,436,255060.0,63765.0,146.25
151,google,6,1024,5.91,470.0,4570.0,android,3.1,296,139120.0,34780.0,117.5
152,google,12,256,7.2,1010.0,4824.0,android,4.2,460,464600.0,116150.0,252.5
153,xiaomi,6,512,6.81,614.0,5065.0,android,4.7,76,46664.0,11666.0,153.5
155,oneplus,4,64,6.02,1279.0,4548.0,ios,3.0,490,626710.0,156677.5,319.75
156,google,16,1024,7.22,1030.0,3201.0,android,3.5,146,150380.0,37595.0,257.5
157,xiaomi,16,64,5.12,1426.0,3740.0,android,3.6,210,299460.0,74865.0,356.5
160,oneplus,6,256,6.58,1361.0,5000.0,android,4.9,348,473628.0,118407.0,340.25
161,apple,8,64,5.68,1280.0,4471.0,ios,4.7,336,430080.0,107520.0,320.0
162,apple,6,128,5.62,1209.0,4536.0,ios,3.7,422,510198.0,127549.5,302.25
163,google,6,64,7.36,270.0,3318.0,android,4.8,498,134460.0,33615.0,67.5
164,huawei,6,256,5.75,1110.0,5264.0,android,5.0,261,289710.0,72427.5,277.5
165,samsung,4,1024,6.94,793.0,4057.0,ios,3.7,125,99125.0,24781.25,198.25
166,google,6,256,5.98,799.0,4894.0,android,3.5,450,359550.0,89887.5,199.75
168,oneplus,12,512,5.03,283.0,3723.0,android,3.4,83,23489.0,5872.25,70.75
169,oneplus,8,64,6.36,1193.0,5822.0,ios,3.1,385,459305.0,114826.25,298.25
170,oneplus,4,1024,7.44,1266.0,4700.0,android,4.9,53,67098.0,16774.5,316.5
171,oneplus,12,512,5.92,1038.0,3412.0,android,4.9,377,391326.0,97831.5,259.5
172,oneplus,4,256,5.89,805.0,4275.0,ios,3.3,147,118335.0,29583.75,201.25
174,huawei,8,512,6.3,332.0,4839.0,ios,4.7,266,88312.0,22078.0,83.0
175,xiaomi,16,1024,6.1,1288.0,3723.0,android,4.3,77,99176.0,24794.0,322.0
176,apple,16,128,7.2,489.0,5329.0,ios,3.8,250,122250.0,30562.5,122.25
177,oneplus,4,128,6.26,575.0,4135.0,android,4.5,435,250125.0,62531.25,143.75
179,huawei,12,64,5.35,666.0,3750.0,android,4.9,363,241758.0,60439.5,166.5
181,samsung,6,1024,5.62,1371.0,5345.0,android,3.3,251,344121.0,86030.25,342.75
182,samsung,4,128,5.18,670.0,4340.0,android,4.8,58,38860.0,9715.0,167.5
183,xiaomi,4,64,6.66,348.0,3569.0,android,3.2,336,116928.0,29232.0,87.0
184,huawei,4,128,6.49,287.0,5556.0,android,4.4,499,143213.0,35803.25,71.75
185,samsung,4,128,6.04,595.0,4973.0,ios,3.3,137,81515.0,20378.75,148.75
186,oneplus,16,1024,6.06,989.0,3545.0,android,3.8,367,362963.0,90740.75,247.25
187,google,4,512,6.96,1305.0,5822.0,ios,3.8,68,88740.0,22185.0,326.25
188,samsung,16,64,5.49,1064.0,3364.0,ios,3.3,130,138320.0,34580.0,266.0
190,huawei,4,128,6.62,223.0,3270.0,android,3.0,360,80280.0,20070.0,55.75
191,xiaomi,8,128,6.05,1155.0,3738.0,android,4.8,461,532455.0,133113.75,288.75
192,samsung,12,512,6.15,510.0,5584.0,ios,4.8,279,142290.0,35572.5,127.5
194,google,16,64,6.88,863.0,3058.0,android,4.4,269,232147.0,58036.75,215.75
195,samsung,12,256,6.28,637.0,4274.0,ios,3.5,172,109564.0,27391.0,159.25
196,xiaomi,8,64,5.8,905.0,4870.0,android,4.5,293,265165.0,66291.25,226.25
198,oneplus,6,256,7.49,520.0,3762.0,android,3.6,114,59280.0,14820.0,130.0
199,xiaomi,16,256,6.09,786.0,3389.0,android,3.8,429,337194.0,84298.5,196.5
200,huawei,4,128,7.3,1146.0,4203.0,ios,4.4,52,59592.0,14898.0,286.5
201,samsung,8,128,5.86,1386.0,3718.0,ios,4.8,256,354816.0,88704.0,346.5
202,oneplus,16,64,5.14,1388.0,5903.0,android,3.3,485,673180.0,168295.0,347.0
203,samsung,8,256,5.51,1048.0,3148.0,android,4.1,443,464264.0,116066.0,262.0
205,samsung,4,512,5.55,1138.0,3120.0,android,4.6,342,389196.0,97299.0,284.5
207,oneplus,4,128,7.29,1361.0,5652.0,android,4.4,392,533512.0,133378.0,340.25
209,huawei,6,256,6.86,1109.0,3765.0,android,4.2,251,278359.0,69589.75,277.25
210,apple,16,1024,5.42,915.0,5911.0,android,4.7,169,154635.0,38658.75,228.75
211,xiaomi,8,512,5.3,630.0,3799.0,android,4.5,186,117180.0,29295.0,157.5
212,samsung,12,256,5.17,753.0,5106.0,android,4.5,349,262797.0,65699.25,188.25
214,samsung,4,512,7.32,625.0,4469.0,android,4.8,438,273750.0,68437.5,156.25
215,samsung,4,512,6.08,225.0,5435.0,ios,4.2,74,16650.0,4162.5,56.25
216,xiaomi,4,256,5.3,584.0,4109.0,ios,4.8,361,210824.0,52706.0,146.0
217,samsung,4,512,6.28,255.0,5833.0,android,4.1,283,72165.0,18041.25,63.75
218,apple,8,256,5.87,1476.0,4250.0,android,4.0,170,250920.0,62730.0,369.0
219,apple,12,128,5.94,833.0,5640.0,android,3.4,139,115787.0,28946.75,208.25
220,oneplus,6,1024,6.55,305.0,4649.0,android,4.1,369,112545.0,28136.25,76.25
221,huawei,8,128,6.8,1353.0,4815.0,android,3.3,249,336897.0,84224.25,338.25
222,google,8,256,5.28,1048.0,4345.0,android,4.7,229,239992.0,59998.0,262.0
223,samsung,6,256,5.09,869.0,5956.0,android,4.4,394,342386.0,85596.5,217.25
224,samsung,6,128,7.49,575.0,4341.0,ios,5.0,417,239775.0,59943.75,143.75
225,xiaomi,4,64,5.58,942.0,5613.0,ios,3.2,125,117750.0,29437.5,235.5
228,google,6,256,5.1,290.0,3898.0,android,3.8,59,17110.0,4277.5,72.5
229,oneplus,6,512,5.98,1001.0,5340.0,android,3.9,250,250250.0,62562.5,250.25
230,apple,12,256,7.01,309.0,3484.0,android,4.7,367,113403.0,28350.75,77.25
231,huawei,16,512,5.85,784.0,3802.0,android,4.0,395,309680.0,77420.0,196.0
232,oneplus,16,128,6.11,539.0,4715.0,android,3.4,268,144452.0,36113.0,134.75
234,xiaomi,4,512,6.27,555.0,4757.0,android,3.1,196,108780.0,27195.0,138.75
235,samsung,12,64,7.15,367.0,4809.0,android,4.8,156,57252.0,14313.0,91.75
236,huawei,16,256,7.17,756.0,5937.0,ios,3.1,87,65772.0,16443.0,189.0
239,apple,12,128,6.15,349.0,4952.0,android,4.4,270,94230.0,23557.5,87.25
240,huawei,12,1024,7.47,345.0,5863.0,android,3.1,352,121440.0,30360.0,86.25
241,huawei,8,256,6.21,915.0,5320.0,android,4.7,478,437370.0,109342.5,228.75
242,xiaomi,6,256,7.47,1073.0,4670.0,android,3.9,182,195286.0,48821.5,268.25
243,samsung,12,1024,6.89,498.0,4848.0,android,3.2,383,190734.0,47683.5,124.5
244,samsung,8,256,5.62,1390.0,3519.0,ios,4.4,102,141780.0,35445.0,347.5
245,oneplus,8,512,6.35,845.0,4151.0,android,4.0,499,421655.0,105413.75,211.25
246,xiaomi,16,128,7.48,922.0,4396.0,android,3.4,111,102342.0,25585.5,230.5
247,huawei,16,64,7.14,1271.0,5615.0,android,3.0,72,91512.0,22878.0,317.75
248,google,8,1024,5.24,837.0,5685.0,ios,3.8,93,77841.0,19460.25,209.25
249,xiaomi,16,512,6.77,438.0,5206.0,android,3.2,357,156366.0,39091.5,109.5
250,oneplus,12,64,5.86,1230.0,3651.0,android,3.2,95,116850.0,29212.5,307.5
251,oneplus,4,64,5.02,663.0,5223.0,android,3.5,196,129948.0,32487.0,165.75
252,xiaomi,12,1024,6.01,652.0,4950.0,ios,4.3,265,172780.0,43195.0,163.0
254,xiaomi,8,64,7.05,1096.0,3210.0,android,3.1,96,105216.0,26304.0,274.0
255,apple,12,64,5.84,570.0,5494.0,android,4.9,396,225720.0,56430.0,142.5
256,xiaomi,16,512,7.07,686.0,3585.0,android,4.8,357,244902.0,61225.5,171.5
257,xiaomi,16,256,5.0,1434.0,3166.0,android,3.5,73,104682.0,26170.5,358.5
258,oneplus,8,64,5.77,364.0,5507.0,android,3.2,194,70616.0,17654.0,91.0
260,samsung,16,512,5.58,391.0,4256.0,android,3.9,223,87193.0,21798.25,97.75
262,apple,16,1024,5.47,413.0,4738.0,android,4.0,168,69384.0,17346.0,103.25
265,oneplus,16,128,6.04,580.0,5888.0,android,4.5,227,131660.0,32915.0,145.0
266,samsung,12,128,5.94,872.0,5915.0,android,4.5,369,321768.0,80442.0,218.0
268,apple,6,128,7.26,438.0,3329.0,android,4.7,391,171258.0,42814.5,109.5
269,huawei,12,256,6.23,899.0,4746.0,android,3.3,105,94395.0,23598.75,224.75
270,apple,6,512,5.83,1305.0,4207.0,android,4.2,108,140940.0,35235.0,326.25
273,apple,16,64,5.15,1119.0,5696.0,android,3.5,477,533763.0,133440.75,279.75
274,samsung,12,512,5.74,236.0,5400.0,android,3.7,475,112100.0,28025.0,59.0
275,oneplus,6,512,5.75,843.0,5977.0,android,3.2,430,362490.0,90622.5,210.75
276,oneplus,4,1024,5.8,964.0,3940.0,android,3.5,269,259316.0,64829.0,241.0
277,samsung,8,256,5.41,905.0,4288.0,android,3.5,234,211770.0,52942.5,226.25
278,apple,12,64,6.96,1399.0,4679.0,android,4.4,96,134304.0,33576.0,349.75
279,samsung,6,256,5.31,744.0,5693.0,android,3.1,426,316944.0,79236.0,186.0
281,oneplus,4,256,5.31,739.0,3138.0,android,3.4,151,111589.0,27897.25,184.75
282,google,6,512,5.18,1216.0,5763.0,android,3.2,93,113088.0,28272.0,304.0
283,google,16,64,7.27,593.0,3761.0,android,3.6,64,37952.0,9488.0,148.25
285,samsung,12,64,7.05,1265.0,5302.0,android,4.1,410,518650.0,129662.5,316.25
286,samsung,12,64,6.36,796.0,4555.0,android,3.7,100,79600.0,19900.0,199.0
287,xiaomi,12,128,5.19,592.0,3675.0,ios,4.9,358,211936.0,52984.0,148.0
288,xiaomi,4,128,7.39,899.0,3091.0,ios,4.9,83,74617.0,18654.25,224.75
289,xiaomi,12,512,5.62,640.0,4092.0,android,3.9,173,110720.0,27680.0,160.0
290,oneplus,16,1024,7.15,1117.0,3036.0,android,4.6,126,140742.0,35185.5,279.25
291,huawei,6,64,5.42,519.0,4787.0,ios,3.0,441,228879.0,57219.75,129.75
292,samsung,8,1024,7.13,752.0,5187.0,android,4.1,172,129344.0,32336.0,188.0
293,oneplus,16,512,5.03,1438.0,5914.0,android,4.5,254,365252.0,91313.0,359.5
294,xiaomi,16,64,6.28,1294.0,5727.0,android,3.4,277,358438.0,89609.5,323.5
295,samsung,12,64,6.92,767.0,4201.0,android,3.1,119,91273.0,22818.25,191.75
296,oneplus,4,1024,7.34,1118.0,4836.0,android,3.3,279,311922.0,77980.5,279.5
297,huawei,6,256,7.27,435.0,4894.0,ios,3.9,70,30450.0,7612.5,108.75
299,huawei,6,256,7.22,1385.0,5237.0,ios,3.8,413,572005.0,143001.25,346.25
300,xiaomi,6,1024,5.5,1414.0,4663.0,android,3.9,290,410060.0,102515.0,353.5
301,huawei,4,128,5.71,1232.0,5389.0,android,3.9,300,369600.0,92400.0,308.0
302,samsung,16,256,5.72,259.0,4582.0,ios,4.5,184,47656.0,11914.0,64.75
303,xiaomi,6,128,5.94,1092.0,3971.0,ios,3.2,139,151788.0,37947.0,273.0
304,samsung,4,64,5.98,424.0,3661.0,android,4.5,128,54272.0,13568.0,106.0
305,google,6,256,6.36,899.0,5290.0,android,4.4,489,439611.0,109902.75,224.75
306,apple,8,128,5.4,781.0,4810.0,ios,4.5,226,176506.0,44126.5,195.25
307,huawei,16,128,6.73,1193.0,3414.0,android,4.5,347,413971.0,103492.75,298.25
309,apple,6,256,5.78,1285.0,3342.0,android,3.4,357,458745.0,114686.25,321.25
310,huawei,8,512,6.26,213.0,5729.0,android,4.1,151,32163.0,8040.75,53.25
311,xiaomi,12,256,6.99,363.0,5700.0,android,4.9,410,148830.0,37207.5,90.75
312,google,12,1024,6.85,956.0,3145.0,android,4.2,384,367104.0,91776.0,239.0
314,oneplus,4,128,5.39,645.0,5169.0,android,3.1,230,148350.0,37087.5,161.25
315,samsung,6,64,6.37,1431.0,4275.0,android,5.0,153,218943.0,54735.75,357.75
316,oneplus,8,256,5.22,915.0,4878.0,android,3.1,65,59475.0,14868.75,228.75
317,samsung,12,256,5.94,1175.0,5358.0,ios,3.1,145,170375.0,42593.75,293.75
318,huawei,6,128,6.03,1018.0,3600.0,android,3.7,342,348156.0,87039.0,254.5
319,google,4,64,5.1,303.0,3474.0,ios,4.9,195,59085.0,14771.25,75.75
321,xiaomi,16,1024,7.39,625.0,4515.0,android,3.8,351,219375.0,54843.75,156.25
322,samsung,4,256,7.38,1324.0,3574.0,android,4.3,51,67524.0,16881.0,331.0
325,xiaomi,6,512,5.45,1329.0,4510.0,ios,4.0,143,190047.0,47511.75,332.25
326,xiaomi,4,512,5.98,968.0,3381.0,android,3.9,240,232320.0,58080.0,242.0
327,huawei,16,64,7.37,476.0,4303.0,android,4.7,52,24752.0,6188.0,119.0
328,huawei,4,1024,5.35,1288.0,3071.0,android,4.9,479,616952.0,154238.0,322.0
329,huawei,16,64,6.91,1099.0,5568.0,ios,3.8,160,175840.0,43960.0,274.75
330,huawei,8,128,5.27,387.0,5980.0,android,3.3,226,87462.0,21865.5,96.75
332,huawei,8,1024,5.95,304.0,4396.0,android,3.8,410,124640.0,31160.0,76.0
333,google,6,128,6.94,745.0,5386.0,android,4.9,71,52895.0,13223.75,186.25
334,xiaomi,4,1024,5.86,579.0,4359.0,android,4.9,447,258813.0,64703.25,144.75
335,huawei,16,128,6.57,309.0,3663.0,android,3.2,269,83121.0,20780.25,77.25
336,xiaomi,16,256,5.48,744.0,4515.0,android,4.9,222,165168.0,41292.0,186.0
337,xiaomi,4,256,5.37,553.0,4891.0,ios,3.7,273,150969.0,37742.25,138.25
339,google,6,128,7.29,516.0,4382.0,android,3.1,114,58824.0,14706.0,129.0
340,huawei,8,512,7.22,1489.0,5030.0,android,4.8,326,485414.0,121353.5,372.25
341,samsung,16,128,6.56,1288.0,5621.0,android,4.3,298,383824.0,95956.0,322.0
342,oneplus,6,512,7.02,532.0,4277.0,android,4.3,309,164388.0,41097.0,133.0
343,samsung,8,256,5.17,1356.0,3965.0,android,4.8,180,244080.0,61020.0,339.0
344,google,6,1024,5.84,791.0,5628.0,android,4.0,162,128142.0,32035.5,197.75
345,oneplus,16,512,5.78,982.0,4900.0,android,3.8,335,328970.0,82242.5,245.5
346,google,4,128,6.59,739.0,5217.0,android,4.7,336,248304.0,62076.0,184.75
347,xiaomi,4,128,5.89,934.0,3700.0,android,4.5,467,436178.0,109044.5,233.5
348,oneplus,8,256,5.37,820.0,3510.0,android,4.9,260,213200.0,53300.0,205.0
349,xiaomi,12,128,6.49,818.0,4283.0,android,4.9,69,56442.0,14110.5,204.5
350,samsung,8,64,7.04,1108.0,3583.0,android,3.8,264,292512.0,73128.0,277.0
351,samsung,12,1024,5.96,1191.0,3983.0,android,3.9,359,427569.0,106892.25,297.75
352,oneplus,6,512,5.33,298.0,3458.0,ios,3.5,300,89400.0,22350.0,74.5
354,huawei,16,256,5.59,322.0,4905.0,android,3.7,458,147476.0,36869.0,80.5
355,google,12,512,5.75,998.0,5388.0,android,4.6,320,319360.0,79840.0,249.5
356,huawei,16,512,6.61,656.0,5104.0,ios,3.2,471,308976.0,77244.0,164.0
358,huawei,12,256,6.74,719.0,5666.0,android,3.4,229,164651.0,41162.75,179.75
359,xiaomi,8,128,5.91,1116.0,3815.0,android,3.2,243,271188.0,67797.0,279.0
360,oneplus,4,64,7.06,916.0,5778.0,android,4.2,490,448840.0,112210.0,229.0
361,samsung,4,64,5.51,514.0,5511.0,ios,3.3,362,186068.0,46517.0,128.5
